,store_number,city,country,latitude,longitude,ownership_type,opening_time
3254,76437-90751,Suwanee,US,34.096773,-84.172857,LS,"('8', '00', 'AM')"
3255,76475-97600,Atlanta,US,33.930407,-84.341555,LS,"('8', '00', 'AM')"
3256,10481-98629,Atlanta,US,33.923958,-84.341352,CO,"('11', '00', 'AM')"
3257,17521-168384,Dunwoody,US,33.921794,-84.33834,CO,"('5', '30', 'AM')"
3258,79275-101090,Duluth,US,33.960693,-84.143761,LS,"('6', '00', 'AM')"
3259,79260-97098,Alpharetta,US,34.145165,-84.249931,LS,"('6', '00', 'AM')"
3260,27818-248030,Atlanta,US,33.918186,-84.350868,CO,"('5', '00', 'AM')"
3261,54605-284370,Norcross,US,33.908273,-84.205741,CO,"('6', '00', 'AM')"
3262,8201-571,Duluth,US,33.959539,-84.135543,CO,"('6', '00', 'AM')"
3263,8501-271945,Norcross,US,33.920903,-84.168367,CO,"('5', '00', 'AM')"
3264,62893-297221,Tucker,US,33.883852,-84.247523,LS,"('6', '00', 'AM')"
3265,27648-247346,Duluth,US,33.943191,-84.123057,CO,"('5', '00', 'AM')"
3266,49207-265791,Chamblee,US,33.883792,-84.31609,CO,"('5', '00', 'AM')"
3267,70062-136744,Sandy Springs,US,33.905885,-84.380466,LS,"('8', '00', 'AM')"
3268,79394-102956,Duluth,US,33.997954,-84.089942,LS,"('6', '30', 'AM')"
3269,8216-45,Charlotte,US,35.15323,-80.825539,CO,"('6', '00', 'AM')"
3270,8563-77006,Charlotte,US,35.151763,-80.830711,CO,"('9', '00', 'AM')"
3271,25058-237072,Charlotte,US,35.146082,-80.831702,CO,"('5', '00', 'AM')"
3272,2971-79140,Charlotte,US,35.171274,-80.850698,CO,"('5', '30', 'AM')"
3273,8240-103436,Charlotte,US,35.177035,-80.799365,CO,"('5', '00', 'AM')"
3274,8351-13967,Charlotte,US,35.117067,-80.823797,CO,"('5', '30', 'AM')"
3275,19543-159188,Charlotte,US,35.195285,-80.826624,LS,"('6', '00', 'AM')"
3276,8210-824,Charlotte,US,35.202104,-80.82453,CO,"('5', '00', 'AM')"
3277,54173-279258,Charlotte,US,35.106056,-80.808002,LS,"('6', '00', 'AM')"
3278,8288-1929,Charlotte,US,35.20134,-80.843366,CO,"('5', '00', 'AM')"
3279,11638-105036,Charlotte,US,35.205918,-80.838842,CO,"('5', '30', 'AM')"
3280,52425-274266,Charlotte,US,35.201099,-80.866063,LS,"('6', '00', 'AM')"
3281,8211-819,Charlotte,US,35.212474,-80.817908,CO,"('5', '30', 'AM')"
3282,49409-266016,Charlotte,US,35.206062,-80.861933,LS,"('6', '30', 'AM')"
3283,76840-111225,Charlotte,US,35.215054,-80.833313,LS,"('7', '00', 'AM')"
3284,76129-88986,Charlotte,US,35.108352,-80.87873,LS,"('8', '00', 'AM')"
3285,58139-291004,Charlotte,US,35.184518,-80.758358,CO,"('5', '00', 'AM')"
3286,73786-93624,Charlotte,US,35.096528,-80.784604,LS,"('6', '00', 'AM')"
3287,10324-99035,Charlotte,US,35.136851,-80.904203,CO,"('5', '30', 'AM')"
3288,19257-182669,Charlotte,US,35.220255,-80.810682,LS,"('6', '00', 'AM')"
3289,54780-288412,Charlotte,US,35.220286,-80.84547,CO,"('12', '30', 'PM')"
3290,75310-96262,Charlotte,US,35.222108,-80.845329,LS,"('7', '00', 'AM')"
3291,8208-820,Charlotte,US,35.22509,-80.843285,CO,"('6', '30', 'AM')"
3292,19547-192464,Charlotte,US,35.2249,-80.848549,CO,"('5', '30', 'AM')"
3293,8393-21301,Charlotte,US,35.226578,-80.843243,CO,"('6', '00', 'AM')"
3294,58305-291740,Charlotte,US,35.226282,-80.845069,CO,"('6', '00', 'AM')"
3295,10035-99036,Charlotte,US,35.088682,-80.871808,CO,"('5', '30', 'AM')"
3296,11921-105138,Charlotte,US,35.078109,-80.817006,CO,"('5', '30', 'AM')"
3297,57996-286250,Charlotte,US,35.228253,-80.844204,LS,"('7', '00', 'AM')"
3298,51440-274405,Charlotte,US,35.181524,-80.91567,CO,"('5', '30', 'AM')"
3299,8460-19165,Charlotte,US,35.233675,-80.850512,CO,"('6', '30', 'AM')"
3300,8572-82300,Charlotte,US,35.136613,-80.937139,CO,"('6', '00', 'AM')"
3301,48507-263206,Charlotte,US,35.060708,-80.813478,LS,"('6', '00', 'AM')"
3302,76455-98968,Charlotte,US,35.060222,-80.813466,LS,"('8', '00', 'AM')"
3303,11968-104874,Charlotte,US,35.058606,-80.813197,CO,"('5', '30', 'AM')"
3304,79297-87751,Charlotte,US,35.066452,-80.771746,LS,"('7', '00', 'AM')"
3305,8554-35022,Charlotte,US,35.063338,-80.773747,CO,"('6', '00', 'AM')"
3306,14981-156052,Matthews,US,35.123244,-80.709135,LS,"('6', '00', 'AM')"
3307,9362-49959,Charlotte,US,35.055269,-80.851382,CO,"('5', '30', 'AM')"
3308,17807-165784,Charlotte,US,35.052179,-80.849531,LS,"('7', '00', 'AM')"
3309,8697-93960,Matthews,US,35.128033,-80.70285,CO,"('5', '00', 'AM')"
3310,47070-249615,Charlotte,US,35.104106,-80.940324,LS,"('6', '00', 'AM')"
3311,56528-289812,Charlotte,US,35.055137,-80.770743,LS,"('7', '00', 'AM')"
3312,60029-292513,Fort Mill,US,35.093003,-80.935143,CO,"('5', '00', 'AM')"
3313,29481-252464,Charlotte,US,35.053665,-80.769121,CO,"('5', '00', 'AM')"
3314,49412-266017,Charlotte,US,35.041699,-80.850976,LS,"('7', '00', 'AM')"
3315,50153-272404,Charlotte,US,35.220768,-80.940259,LS,"('7', '00', 'AM')"
3316,72362-5660,Charlotte,US,35.218538,-80.942383,LS,"('6', '00', 'AM')"
3317,75659-86880,Charlotte,US,35.220768,-80.941785,LS,"('7', '30', 'AM')"
3318,76552-97053,Charlotte,US,35.037449,-80.808173,LS,"('8', '00', 'AM')"
3319,7382-1553,Watertown,US,42.366427,-71.181086,CO,"('6', '00', 'AM')"
3320,10155-99929,Newton,US,42.359008,-71.185313,CO,"('5', '00', 'AM')"
3321,51917-279965,Belmont,US,42.38026,-71.174964,CO,"('5', '00', 'AM')"
3322,3773-129826,Watertown,US,42.364217,-71.156993,LS,"('8', '00', 'AM')"
3323,7686-30016,Brighton,US,42.358867,-71.154354,CO,"('4', '30', 'AM')"
3324,24092-234969,Belmont,US,42.388138,-71.191459,LS,"('7', '00', 'AM')"
3325,7823-78561,Brighton,US,42.348748,-71.159854,CO,"('6', '00', 'AM')"
3326,7384-1592,Newtonville,US,42.350435,-71.207591,CO,"('5', '00', 'AM')"
3327,24098-234966,Cambridge,US,42.37545,-71.149085,LS,"('7', '00', 'AM')"
3328,871-1787,Belmont,US,42.397256,-71.175393,CO,"('23', '23', 'AM')"
3329,51535-269705,Brighton,US,42.362684,-71.136118,LS,"('7', '00', 'AM')"
3330,8873-95110,Cambridge,US,42.388803,-71.142456,CO,"('5', '00', 'AM')"
3331,8741-93727,Newton Centre,US,42.330258,-71.194991,CO,"('5', '30', 'AM')"
3332,52691-282765,Boston,US,42.363518,-71.130056,CO,"('6', '00', 'AM')"
3333,16439-160205,Brighton,US,42.336278,-71.150133,CO,"('4', '30', 'AM')"
3334,22253-218826,Boston,US,42.348463,-71.134108,CO,"('5', '30', 'AM')"
3335,51538-273286,Boston,US,42.352729,-71.123523,LS,"('7', '00', 'AM')"
3336,29474-246890,Chestnut Hill,US,42.321231,-71.17575,LS,"('10', '00', 'AM')"
3337,7102-153944,Cambridge,US,42.373381,-71.119206,CO,"('5', '00', 'AM')"
3338,24100-234968,Chestnut Hill,US,42.319009,-71.17515,LS,"('7', '00', 'AM')"
3339,827-1797,Cambridge,US,42.381903,-71.119934,CO,"('5', '30', 'AM')"
3340,811-198265,Chestnut Hill,US,42.318691,-71.176372,CO,"('12', '00', 'PM')"
3341,11684-105257,Cambridge,US,42.357962,-71.115104,CO,"('5', '00', 'AM')"
3342,867-1793,Brookline,US,42.342587,-71.12163,CO,"('9', '00', 'AM')"
3343,810-1796,Cambridge,US,42.373886,-71.11295,CO,"('5', '00', 'AM')"
3344,7702-37759,Brookline,US,42.35055,-71.114551,CO,"('5', '30', 'AM')"
3345,51544-273284,Cambridge,US,42.389798,-71.118192,LS,"('6', '00', 'AM')"
3346,50017-272327,Auburndale,US,42.348443,-71.247605,CO,"('5', '00', 'AM')"
3347,7502-8325,Somerville,US,42.395759,-71.122297,CO,"('5', '00', 'AM')"
3348,2764-91103,Somerville,US,42.386083,-71.114181,CO,"('5', '00', 'AM')"
3349,7205-1788,Arlington,US,42.414751,-71.15099,CO,"('5', '00', 'AM')"
3350,835-2031,Waban,US,42.32642,-71.230214,CO,"('5', '30', 'AM')"
3351,72111-5607,Boston,US,42.351153,-71.108963,LS,"('7', '00', 'AM')"
3352,7481-6506,Brookline,US,42.333719,-71.118719,CO,"('5', '00', 'AM')"
3353,7338-543,Cambridge,US,42.365661,-71.103707,CO,"('5', '00', 'AM')"
3354,23761-166164,Waltham,US,42.411145,-71.233176,CO,"('12', '00', 'PM')"
3355,7364-1204,Arlington,US,42.425296,-71.188507,CO,"('5', '00', 'AM')"
3356,70015-115685,Boston,US,42.349396,-71.103118,LS,"('7', '00', 'AM')"
3357,20891-200044,Waltham,US,42.379376,-71.261223,CO,"('5', '00', 'AM')"
3358,7224-541,Boston,US,42.338563,-71.106233,CO,"('7', '00', 'AM')"
3359,7270-614,Newton,US,42.309509,-71.214397,CO,"('5', '00', 'AM')"
3360,72107-5606,Boston,US,42.349502,-71.099943,LS,"('7', '00', 'AM')"
3361,22802-199167,Boston,US,42.337244,-71.105686,LS,"('5', '30', 'AM')"
3362,11726-105182,Boston,US,42.344278,-71.101407,CO,"('5', '30', 'AM')"
3363,7804-58220,Boston,US,42.337712,-71.104718,CO,"('7', '00', 'AM')"
3364,24097-234964,Boston,US,42.343531,-71.100818,LS,"('6', '00', 'AM')"
3365,19315-200564,Boston,US,42.344387,-71.099635,LS,"('8', '00', 'AM')"
3366,7283-702,Medford,US,42.417263,-71.126401,CO,"('6', '00', 'AM')"
3367,880-2009,South Brookline,US,42.303253,-71.152063,CO,"('5', '00', 'AM')"
3368,16917-162930,Somerville,US,42.377651,-71.090108,LS,"('8', '00', 'AM')"
3369,73592-80260,Ridgecrest,US,35.605773,-117.674374,LS,"('6', '00', 'AM')"
3370,6959-271344,Ridgecrest,US,35.644123,-117.670295,CO,"('4', '30', 'AM')"
3371,62861-297411,California City,US,35.125713,-117.957483,CO,"('5', '00', 'AM')"
3372,79638-114968,Lake Isabella,US,35.617706,-118.47757,LS,"('5', '00', 'AM')"
3373,8575-70961,Hiram,US,33.888212,-84.746528,CO,"('5', '30', 'AM')"
3374,72665-64999,Hiram,US,33.885431,-84.744743,LS,"('8', '00', 'AM')"
3375,47957-259865,Dallas,US,33.910521,-84.822866,LS,"('5', '00', 'AM')"
3376,17925-103735,Cartersville,US,34.157262,-84.81888,LS,"('6', '00', 'AM')"
3377,22872-220007,Cartersville,US,34.198392,-84.79247,LS,"('6', '00', 'AM')"
3378,72688-76609,Lafayette,US,30.16039,-92.049381,LS,"('7', '00', 'AM')"
3379,14213-112325,Lafayette,US,30.160376,-92.05333,CO,"('5', '00', 'AM')"
3380,11756-104706,Lafayette,US,30.175027,-92.077119,CO,"('5', '30', 'AM')"
3381,8694-93854,Lafayette,US,30.186472,-92.075507,CO,"('5', '00', 'AM')"
3382,14087-112304,Lafayette,US,30.188074,-92.013286,CO,"('4', '30', 'AM')"
3383,55355-288779,Lafayette,US,30.208831,-92.038303,LS,"('6', '00', 'AM')"
3384,13648-106205,Broussard,US,30.145031,-91.946994,CO,"('5', '00', 'AM')"
3385,76887-121768,Lafayette,US,30.261827,-91.994576,LS,"('8', '00', 'AM')"
3386,13737-108146,New Iberia,US,29.984909,-91.818966,CO,"('5', '30', 'AM')"
3387,10313-100107,San Jose,US,37.310888,-121.809668,CO,"('5', '30', 'AM')"
3388,10001-99525,San Jose,US,37.322353,-121.825059,CO,"('4', '30', 'AM')"
3389,10113-72975,San Jose,US,37.325195,-121.813844,CO,"('9', '00', 'AM')"
3390,5295-848,San Jose,US,37.313967,-121.794017,CO,"('5', '30', 'AM')"
3391,6590-64800,San Jose,US,37.331025,-121.811955,CO,"('5', '00', 'AM')"
3392,26127-243385,San Jose,US,37.331551,-121.810718,LS,"('5', '00', 'AM')"
3393,5857-16354,San Jose,US,37.300556,-121.771908,CO,"('5', '30', 'AM')"
3394,76431-93183,San Jose,US,37.339795,-121.840426,LS,"('8', '00', 'AM')"
3395,9736-81620,San Jose,US,37.33939,-121.842293,CO,"('5', '00', 'AM')"
3396,9820-73059,San Jose,US,37.35749,-121.818032,CO,"('5', '00', 'AM')"
3397,5676-2765,San Jose,US,37.232203,-121.775034,CO,"('5', '00', 'AM')"
3398,25447-240724,San Jose,US,37.22673,-121.775658,CO,"('4', '30', 'AM')"
3399,794-7247,Pittsburgh,US,40.41908,-80.045661,CO,"('5', '00', 'AM')"
3400,13355-107572,Pittsburgh,US,40.399505,-80.043776,CO,"('4', '30', 'AM')"
3401,754-637,Pittsburgh,US,40.392282,-80.066652,CO,"('5', '30', 'AM')"
3402,24995-209291,Pittsburgh,US,40.450064,-80.015619,LS,"('6', '30', 'AM')"
3403,784-7167,Pittsburgh,US,40.440248,-80.00223,CO,"('5', '30', 'AM')"
3404,7887-72865,Pittsburgh,US,40.442603,-80.002246,CO,"('5', '30', 'AM')"
3405,21587-211206,Pittsburgh,US,40.438207,-79.998401,CO,"('5', '30', 'AM')"
3406,3467-88143,Pittsburgh,US,40.441481,-79.99488,CO,"('6', '00', 'AM')"
3407,75267-79853,Pittsburgh,US,40.436802,-79.990848,LS,"('7', '00', 'AM')"
3408,26772-226944,Pittsburgh,US,40.444273,-79.994165,LS,"('7', '00', 'AM')"
3409,793-13488,Pittsburgh,US,40.428712,-79.984036,CO,"('5', '30', 'AM')"
3410,7875-66800,Bridgeville,US,40.381444,-80.095669,CO,"('5', '00', 'AM')"
3411,7903-83502,Pittsburgh,US,40.356776,-80.052193,CO,"('6', '00', 'AM')"
3412,7190-145844,Pittsburgh,US,40.442488,-79.960638,LS,"('6', '00', 'AM')"
3413,787-8874,Pittsburgh,US,40.440933,-79.957627,CO,"('5', '30', 'AM')"
3414,22966-222125,Bethel Park,US,40.34713,-80.046946,LS,"('6', '00', 'AM')"
3415,27117-246871,Pittsburgh,US,40.443445,-79.955717,CO,"('6', '00', 'AM')"
3416,18957-164529,Pittsburgh,US,40.343757,-80.056981,LS,"('8', '00', 'AM')"
3417,23828-230584,Bethel Park,US,40.342018,-80.056035,CO,"('11', '00', 'AM')"
3418,2900-83500,Pittsburgh,US,40.4446,-79.948548,CO,"('6', '00', 'AM')"
3419,760-248038,Bethel Park,US,40.337452,-80.026214,CO,"('5', '00', 'AM')"
3420,22032-217045,Bridgeville,US,40.354509,-80.114056,CO,"('5', '00', 'AM')"
3421,22964-222124,Pittsburgh,US,40.441332,-80.151492,LS,"('7', '00', 'AM')"
3422,54170-276644,Pittsburgh,US,40.466892,-79.952928,LS,"('5', '00', 'AM')"
3423,7749-63120,Pittsburgh,US,40.461093,-79.947588,CO,"('5', '00', 'AM')"
3424,7625-21501,Pittsburgh,US,40.455786,-79.939517,CO,"('5', '00', 'AM')"
3425,778-892,Pittsburgh,US,40.45108,-79.934882,CO,"('6', '30', 'AM')"
3426,7733-59359,Pittsburgh,US,40.454469,-80.157046,CO,"('9', '00', 'AM')"
3427,23186-90980,Pittsburgh,US,40.456722,-79.93523,LS,"('7', '00', 'AM')"
3428,7661-28607,Pittsburgh,US,40.430617,-79.923189,CO,"('5', '30', 'AM')"
3429,7641-37899,Pittsburgh,US,40.452665,-80.164445,CO,"('5', '00', 'AM')"
3430,751-2034,Pittsburgh,US,40.437738,-79.919179,CO,"('5', '00', 'AM')"
3431,10521-99822,Pittsburgh,US,40.45904,-79.927607,CO,"('5', '30', 'AM')"
3432,7708-52659,West Homestead,US,40.407633,-79.917079,CO,"('5', '30', 'AM')"
3433,56945-289961,West Mifflin,US,40.348499,-79.953545,LS,"('8', '00', 'AM')"
3434,10052-282465,Pittsburgh,US,40.450245,-80.173497,CO,"('5', '00', 'AM')"
3435,15776-156771,Pittsburgh,US,40.46089,-79.921586,LS,"('8', '00', 'AM')"
3436,21572-211365,West Homestead,US,40.410703,-79.910059,LS,"('8', '00', 'AM')"
3437,57943-290797,Pittsburgh,US,40.456346,-79.915014,CO,"('6', '00', 'AM')"
3438,22312-211364,Fayette,US,40.445895,-80.183315,LS,"('8', '00', 'AM')"
3439,76702-102488,Pittsburgh,US,40.526553,-80.007681,LS,"('8', '00', 'AM')"
3440,50119-273032,Pleasant Hills,US,40.33614,-79.947728,CO,"('5', '00', 'AM')"
3441,776-1621,Pittsburgh,US,40.530196,-80.010562,CO,"('7', '30', 'AM')"
3442,76561-96786,Pittsburgh,US,40.535903,-80.068402,LS,"('8', '00', 'AM')"
3443,22657-216286,McMurray,US,40.303724,-80.097196,LS,"('7', '00', 'AM')"
3444,19628-198244,Pittsburgh,US,40.542673,-80.008286,CO,"('9', '00', 'AM')"
3445,19816-200045,Pittsburgh,US,40.546569,-80.017882,CO,"('5', '00', 'AM')"
3446,14456-112884,McMurray,US,40.279568,-80.084573,CO,"('5', '00', 'AM')"
3447,762-647,Sewickley,US,40.540932,-80.181028,CO,"('5', '30', 'AM')"
3448,7660-38340,Moon Township,US,40.516461,-80.219944,CO,"('5', '30', 'AM')"
3449,2619-53139,Eagan,US,44.789625,-93.210388,CO,"('7', '00', 'AM')"
3450,60648-292368,Eagan,US,44.791669,-93.205937,LS,"('7', '00', 'AM')"
3451,70341-140691,Eagan,US,44.804256,-93.18662,LS,"('6', '00', 'AM')"
3452,20688-204064,Eagan,US,44.814819,-93.214363,CO,"('7', '00', 'AM')"
3453,47509-257827,Eagan,US,44.83464,-93.171668,LS,"('6', '00', 'AM')"
3454,2469-256466,Eagan,US,44.835508,-93.169568,CO,"('5', '00', 'AM')"
3455,49954-271967,Apple Valley,US,44.735446,-93.218497,CO,"('6', '00', 'AM')"
3456,72682-76602,Apple Valley,US,44.729413,-93.214503,LS,"('7', '00', 'AM')"
3457,2578-36339,Bloomington,US,44.827178,-93.289171,CO,"('5', '00', 'AM')"
3458,2705-84660,Bloomington,US,44.854558,-93.24063,CO,"('8', '00', 'AM')"
3459,76809-110952,Burnsville,US,44.748868,-93.289517,LS,"('7', '00', 'AM')"
3460,10077-98295,Bloomington,US,44.855062,-93.243339,CO,"('8', '00', 'AM')"
3461,76896-121294,Apple Valley,US,44.72374,-93.17661,LS,"('7', '00', 'AM')"
3462,23397-220084,Burnsville,US,44.746896,-93.295509,CO,"('5', '30', 'AM')"
3463,26713-243085,Lakeville,US,44.715145,-93.173822,LS,"('6', '00', 'AM')"
3464,9652-97788,Rosemount,US,44.732547,-93.127758,CO,"('5', '00', 'AM')"
3465,29476-253064,Minneapolis,US,44.874012,-93.228642,LS,"('4', '30', 'AM')"
3466,8959-95199,Lakeville,US,44.71348,-93.280162,CO,"('5', '30', 'AM')"
3467,58376-292497,Lakeville,US,44.697979,-93.216765,LS,"('5', '00', 'AM')"
3468,56034-289853,St. Paul,US,44.882495,-93.204981,LS,"('5', '00', 'AM')"
3469,3484-92905,Richfield,US,44.864713,-93.288659,CO,"('5', '30', 'AM')"
3470,56036-289676,St. Paul,US,44.883386,-93.212077,LS,"('5', '00', 'AM')"
3471,16842-138228,Inver Grove Heights,US,44.820994,-93.083932,LS,"('9', '00', 'AM')"
3472,76815-110950,Richfield,US,44.884343,-93.248499,LS,"('7', '00', 'AM')"
3473,2220-665,Bloomington,US,44.861132,-93.308101,CO,"('5', '30', 'AM')"
3474,76187-88840,Bloomington,US,44.859947,-93.311425,LS,"('7', '00', 'AM')"
3475,9762-97954,Lakeville,US,44.692412,-93.283218,CO,"('5', '00', 'AM')"
3476,48062-259945,Savage,US,44.747136,-93.354565,LS,"('5', '00', 'AM')"
3477,49522-268124,Savage,US,44.747883,-93.357307,LS,"('7', '00', 'AM')"
3478,18565-178125,Edina,US,44.866611,-93.328413,CO,"('5', '00', 'AM')"
3479,57812-291752,St. Paul,US,44.901483,-93.17174,CO,"('5', '00', 'AM')"
3480,76641-110944,Edina,US,44.875818,-93.323744,LS,"('7', '00', 'AM')"
3481,72684-76620,Lakeville,US,44.684693,-93.289403,LS,"('7', '00', 'AM')"
3482,271-269007,Edina,US,44.877632,-93.323643,CO,"('6', '00', 'AM')"
3483,16011-154128,Edina,US,44.881451,-93.326449,LS,"('10', '00', 'AM')"
3484,10602-101637,Savage,US,44.750647,-93.378978,CO,"('5', '00', 'AM')"
3485,24961-238825,Edina,US,44.864513,-93.353219,CO,"('5', '00', 'AM')"
3486,76116-87623,Savage,US,44.74374,-93.377645,LS,"('7', '00', 'AM')"
3487,288-1493,Minneapolis,US,44.905241,-93.28804,CO,"('5', '00', 'AM')"
3488,276-1490,St. Paul,US,44.917571,-93.187866,CO,"('5', '00', 'AM')"
3489,49134-267164,Minneapolis,US,44.917799,-93.247542,CO,"('5', '00', 'AM')"
3490,62681-296634,West St. Paul,US,44.88492,-93.080973,CO,"('5', '00', 'AM')"
3491,76440-97594,St. Paul,US,44.893768,-93.07845,LS,"('7', '00', 'AM')"
3492,2366-243506,Eden Prairie,US,44.835639,-93.399201,CO,"('6', '00', 'AM')"
3493,56910-288973,Eden Prairie,US,44.835789,-93.400398,LS,"('6', '00', 'AM')"
3494,9526-96609,West St. Paul,US,44.901824,-93.08025,CO,"('5', '00', 'AM')"
3495,21371-208605,Shakopee,US,44.775886,-93.414283,CO,"('5', '00', 'AM')"
3496,65228-298835,St. Paul,US,44.932531,-93.166709,CO,"('5', '00', 'AM')"
3497,274-1489,Edina,US,44.912007,-93.330485,CO,"('5', '00', 'AM')"
3498,47124-248644,St. Paul,US,44.940066,-93.153601,LS,"('6', '00', 'AM')"
3499,6585-65621,Redwood City,US,37.478685,-122.185903,CO,"('5', '00', 'AM')"
3500,76156-88909,Redwood City,US,37.474094,-122.21832,LS,"('8', '00', 'AM')"
3501,646-363,Menlo Park,US,37.452207,-122.183881,CO,"('5', '30', 'AM')"
3502,5639-1923,Menlo Park,US,37.480189,-122.151126,CO,"('4', '30', 'AM')"
3503,79715-122664,Menlo Park,US,37.450838,-122.178861,LS,"('5', '00', 'AM')"
3504,3472-72901,Redwood City,US,37.477394,-122.223439,CO,"('5', '00', 'AM')"
3505,6650-69220,Redwood City,US,37.466353,-122.224505,CO,"('5', '00', 'AM')"
3506,5574-1836,Redwood City,US,37.490373,-122.225099,CO,"('5', '30', 'AM')"
3507,25372-240744,Redwood City,US,37.486302,-122.229928,CO,"('5', '00', 'AM')"
3508,74143-24432,Redwood City,US,37.484463,-122.230466,LS,"('5', '00', 'AM')"
3509,555-497,Redwood City,US,37.485022,-122.231103,CO,"('5', '00', 'AM')"
3510,2822-72864,Palo Alto,US,37.44362,-122.17187,CO,"('6', '30', 'AM')"
3511,565-142644,Palo Alto,US,37.446735,-122.16053,CO,"('6', '00', 'AM')"
3512,5977-23022,Palo Alto,US,37.46163,-122.137281,CO,"('6', '00', 'AM')"
3513,52030-280208,East Palo Alto,US,37.459854,-122.135766,LS,"('7', '00', 'AM')"
3514,3459-92385,Redwood City,US,37.490309,-122.240179,CO,"('5', '00', 'AM')"
3515,5798-8365,Menlo Park,US,37.431668,-122.201826,CO,"('5', '30', 'AM')"
3516,14608-126527,San Carlos,US,37.50208,-122.246384,CO,"('4', '30', 'AM')"
3517,17211-170948,Stanford,US,37.424129,-122.170861,CO,"('6', '00', 'AM')"
3518,9865-97809,Menlo Park,US,37.423502,-122.197701,CO,"('5', '30', 'AM')"
3519,19632-176904,Palo Alto,US,37.447856,-122.12624,CO,"('5', '00', 'AM')"
3520,5541-1260,Palo Alto,US,37.42739,-122.149271,CO,"('5', '00', 'AM')"
3521,10717-101862,San Carlos,US,37.502947,-122.257189,CO,"('6', '00', 'AM')"
3522,9870-98675,Palo Alto,US,37.42681,-122.143946,CO,"('7', '00', 'AM')"
3523,608-323,San Carlos,US,37.506516,-122.260987,CO,"('5', '00', 'AM')"
3524,5420-742,Redwood City,US,37.522693,-122.25178,CO,"('5', '00', 'AM')"
3525,17011-170949,Palo Alto,US,37.417371,-122.130613,CO,"('4', '30', 'AM')"
3526,74149-24410,Belmont,US,37.518643,-122.275768,LS,"('5', '00', 'AM')"
3527,5570-1024,Belmont,US,37.519885,-122.275591,CO,"('4', '30', 'AM')"
3528,10312-100471,Mountain View,US,37.421835,-122.096395,CO,"('6', '00', 'AM')"
3529,538-482,Belmont,US,37.511103,-122.293091,CO,"('5', '00', 'AM')"
3530,18889-160744,Mountain View,US,37.40278,-122.112283,CO,"('4', '30', 'AM')"
3531,19004-178425,Mountain View,US,37.401877,-122.111907,LS,"('5', '30', 'AM')"
3532,72238-25687,San Mateo,US,37.52925,-122.290017,LS,"('6', '00', 'AM')"
3533,7933-95734,Mountain View,US,37.411436,-122.094241,CO,"('5', '30', 'AM')"
3534,5934-268584,Foster City,US,37.559204,-122.267306,CO,"('6', '00', 'AM')"
3535,74167-120244,San Mateo,US,37.555893,-122.27548,LS,"('5', '30', 'AM')"
3536,10663-99694,Mountain View,US,37.415752,-122.077698,CO,"('4', '30', 'AM')"
3537,6718-75341,San Mateo,US,37.544599,-122.292783,CO,"('5', '00', 'AM')"
3538,5225-391,Foster City,US,37.560938,-122.273906,CO,"('4', '30', 'AM')"
3539,5336-210664,San Mateo,US,37.53781,-122.300188,CO,"('6', '00', 'AM')"
3540,5596-1924,San Mateo,US,37.560925,-122.280338,CO,"('5', '00', 'AM')"
3541,76623-99359,San Mateo,US,37.559085,-122.283687,LS,"('8', '00', 'AM')"
3542,20667-199784,Los Altos,US,37.379112,-122.118794,LS,"('6', '00', 'AM')"
3543,74947-101866,Mountain View,US,37.402644,-122.079465,LS,"('5', '00', 'AM')"
3544,618-342,Mountain View,US,37.390821,-122.094722,CO,"('6', '00', 'AM')"
3545,571-294,Los Altos,US,37.378504,-122.116686,CO,"('6', '00', 'AM')"
3546,5663-1864,Mountain View,US,37.387506,-122.083058,CO,"('6', '00', 'AM')"
3547,5692-4510,San Mateo,US,37.55219,-122.31384,CO,"('5', '00', 'AM')"
3548,57464-290565,San Mateo,US,37.553333,-122.313891,LS,"('5', '00', 'AM')"
3549,6606-68120,Scottsdale,US,33.62137,-111.873752,CO,"('4', '30', 'AM')"
3550,74197-27668,Scottsdale,US,33.619587,-111.875296,LS,"('5', '00', 'AM')"
3551,76196-92460,Scottsdale,US,33.626689,-111.888842,LS,"('8', '00', 'AM')"
3552,5327-161884,Scottsdale,US,33.630095,-111.888552,CO,"('5', '00', 'AM')"
3553,6893-84201,Scottsdale,US,33.623671,-111.892011,CO,"('4', '30', 'AM')"
3554,24884-230664,Scottsdale,US,33.638933,-111.864423,LS,"('6', '00', 'AM')"
3555,5664-4897,Scottsdale,US,33.580713,-111.88185,CO,"('4', '30', 'AM')"
3556,72598-106057,Scottsdale,US,33.580901,-111.889691,LS,"('6', '00', 'AM')"
3557,57281-290712,Scottsdale,US,33.58225,-111.894757,CO,"('5', '00', 'AM')"
3558,5865-29155,Scottsdale,US,33.623991,-111.926401,CO,"('23', '23', 'AM')"
3559,15050-183947,Scottsdale,US,33.609646,-111.926299,CO,"('4', '30', 'AM')"
3560,47807-259846,Scottsdale,US,33.588977,-111.834037,LS,"('6', '00', 'AM')"
3561,2940-238225,Scottsdale,US,33.652176,-111.924465,CO,"('4', '30', 'AM')"
3562,17375-173857,Scottsdale,US,33.570371,-111.889093,LS,"('6', '00', 'AM')"
3563,54779-286590,Scottsdale,US,33.574479,-111.905328,CO,"('5', '00', 'AM')"
